Affinity Row ID,Organization Id,Name,Website,Coverage status,People,Status,Sector,Sub-sector,Investment Manager,Description,Primary Owner,Deal Team,Priority,Investors,Source Name,Source Type,Date Added,Time in Current Status,Investment Stage,AIN PoV,Potential Outlier-Investor flag,Pipeline Type
row_259,org_00259,GridHQ,gridhq.com,Active,218,Due Diligence,SaaS,Infrastructure,John Smith,Innovative company focused on AI solutions,Team B,Delta,High,a16z,Research,Referral,2024-09-04,48,Seed,Positive,No,Standard
row_260,org_00260,AISpaceApp,useaispaceapp.tech,Active,271,Closed,Cybersecurity,Enterprise,John Smith,Innovative company focused on AI solutions,Team C,Alpha,Low,,Internal,Indirect,2024-12-26,163,Seed,Negative,No,Standard
row_261,org_00261,getSpace,getgetspace.xyz,Inactive,411,Lead,HealthTech,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team A,Alpha,Medium,"YC, Sequoia, Sequoia",Conference,Referral,2024-06-11,87,Series B,Negative,No,Strategic
row_262,org_00262,SignalBase,signalbase.com,Pending,261,Lead,AI/ML,B2B,Michael Chen,Innovative company focused on security solutions,Team B,Beta,High,"a16z, YC",Research,Direct,2024-09-27,111,Series A,Under Review,No,Fast Track
row_263,org_00263,FlowAI,flowai.io,Pending,306,Closed,FinTech,Enterprise,Michael Chen,Innovative company focused on analytics solutions,Team B,Alpha,Medium,"Accel, Accel, GV",Conference,Referral,2024-10-23,16,Growth,Positive,No,Strategic
row_264,org_00264,Scale,scale.com,Inactive,105,Closed,SaaS,B2C,Sarah Johnson,Innovative company focused on ML solutions,Team A,Beta,Medium,a16z,Research,Indirect,2024-09-21,53,Seed,Negative,No,Standard
row_265,org_00265,getSpark,getspark.com,Inactive,409,Lead,HealthTech,B2B,John Smith,Innovative company focused on analytics solutions,Team C,Alpha,Medium,"GV, Sequoia",Internal,Direct,2024-12-06,40,Series C,Positive,No,Standard
row_266,org_00266,Splunk,splunk.com,Pending,350,Due Diligence,FinTech,B2C,Michael Chen,Innovative company focused on AI solutions,Team A,Gamma,Low,"Accel, Accel, Sequoia",Research,Indirect,2025-05-15,100,Series C,Neutral,No,Strategic
row_267,org_00267,Space,space.app,Pending,114,Passed,FinTech,Infrastructure,Sarah Johnson,Innovative company focused on AI solutions,Team A,Delta,High,"YC, YC, a16z",Conference,Referral,2025-02-12,20,Series C,Neutral,No,Fast Track
row_268,org_00268,TechSphere,techsphere.ai,Inactive,424,Passed,HealthTech,Consumer,John Smith,Innovative company focused on security solutions,Team C,Beta,Low,"GV, a16z, YC",Internal,Direct,2025-02-04,69,Growth,Neutral,No,Fast Track
row_269,org_00269,CloudLogic,cloudlogic.app,Active,186,Closed,SaaS,Infrastructure,Emma Davis,Innovative company focused on cloud solutions,Team A,Delta,High,Sequoia,External Referral,Direct,2024-11-22,45,Growth,Neutral,Yes,Standard
row_270,org_00270,Figma,figma.com,Active,475,Passed,CleanTech,Consumer,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Beta,High,Accel,Internal,Referral,2025-02-13,6,Series B,Under Review,Yes,Strategic
row_271,org_00271,StreamAI,streamai.ai,Inactive,317,Lead,SaaS,Infrastructure,John Smith,Innovative company focused on analytics solutions,Team B,Beta,Low,"Sequoia, YC, Accel",Internal,Referral,2024-11-06,177,Series B,Neutral,Yes,Strategic
row_272,org_00272,DriftLabs,driftlabs.com,Active,5,Lead,Cybersecurity,Enterprise,Sarah Johnson,Innovative company focused on ML solutions,Team B,Beta,Medium,"Accel, GV, a16z",Internal,Direct,2025-06-03,39,Series B,Neutral,No,Standard
row_273,org_00273,NodeLabs,usenodelabs.com,Inactive,323,Closed,AI/ML,B2C,John Smith,Innovative company focused on AI solutions,Team A,Gamma,Medium,"a16z, YC",Conference,Direct,2025-04-07,102,Series C,Positive,Yes,Strategic
row_274,org_00274,ForceLabs,forcelabs.com,Active,442,Closed,HealthTech,Consumer,John Smith,Innovative company focused on security solutions,Team B,Alpha,High,"GV, a16z, Accel",Internal,Referral,2025-03-03,130,Growth,Negative,No,Standard
row_275,org_00275,Box,box.com,Active,59,Closed,CleanTech,B2B,Emma Davis,Innovative company focused on analytics solutions,Team B,Beta,Low,"a16z, a16z",Research,Indirect,2024-10-26,107,Series C,Positive,No,Fast Track
row_276,org_00276,NeoShiftHQ,neoshifthq.com,Pending,375,Due Diligence,HealthTech,B2C,Sarah Johnson,Innovative company focused on ML solutions,Team B,Gamma,Medium,"a16z, GV, GV",Internal,Direct,2024-11-05,39,Series B,Under Review,Yes,Fast Track
row_277,org_00277,getDrift,getdrift.com,Pending,428,Passed,HealthTech,B2B,Michael Chen,Innovative company focused on ML solutions,Team B,Beta,Medium,"Accel, YC, Accel",Internal,Referral,2024-10-15,118,Growth,Neutral,No,Strategic
row_278,org_00278,ChainLabs,getchainlabs.ai,Active,403,Closed,SaaS,B2C,Emma Davis,Innovative company focused on AI solutions,Team B,Alpha,High,,Research,Indirect,2024-09-15,149,Series A,Negative,Yes,Fast Track
row_279,org_00279,Mercury,mercury.com,Active,153,In Discussion,AI/ML,B2C,Emma Davis,Innovative company focused on ML solutions,Team B,Beta,High,,Research,Direct,2024-06-05,168,Seed,Negative,No,Fast Track
row_280,org_00280,Deel,deel.com,Pending,435,In Discussion,Cybersecurity,Infrastructure,John Smith,Innovative company focused on AI solutions,Team A,Gamma,Low,,External Referral,Direct,2025-02-21,82,Seed,Neutral,No,Standard
row_281,org_00281,StreamLabs,streamlabs.com,Pending,461,Lead,FinTech,Consumer,Michael Chen,Innovative company focused on ML solutions,Team B,Alpha,High,a16z,Internal,Referral,2025-04-15,54,Series B,Neutral,Yes,Standard
row_282,org_00282,Scale,scale.com,Pending,313,Passed,FinTech,Consumer,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Gamma,Medium,,Conference,Indirect,2025-02-14,110,Series C,Under Review,Yes,Strategic
row_283,org_00283,SignalAI,signalai.tech,Inactive,141,Closed,HealthTech,B2C,Michael Chen,Innovative company focused on analytics solutions,Team C,Alpha,Medium,,Internal,Direct,2025-03-08,12,Series A,Under Review,Yes,Standard
row_284,org_00284,getChain,getchain.ai,Active,206,In Discussion,AI/ML,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team A,Alpha,Medium,Accel,Internal,Indirect,2025-05-15,165,Growth,Neutral,Yes,Strategic
row_285,org_00285,DocuSign,docusign.com,Pending,440,Passed,CleanTech,Enterprise,Michael Chen,Innovative company focused on AI solutions,Team A,Delta,Medium,"Accel, GV",Research,Indirect,2025-05-21,110,Series C,Neutral,Yes,Strategic
row_286,org_00286,ChainWorks,chainworks.io,Active,317,Lead,SaaS,B2B,Michael Chen,Innovative company focused on AI solutions,Team A,Delta,Low,Accel,External Referral,Direct,2025-01-22,38,Series B,Neutral,Yes,Standard
row_287,org_00287,NextSpaceAI,nextspaceai.tech,Inactive,121,Due Diligence,AI/ML,B2B,Michael Chen,Innovative company focused on security solutions,Team A,Delta,Low,a16z,Internal,Indirect,2024-08-12,143,Series C,Neutral,No,Fast Track
row_288,org_00288,Twilio,twilio.com,Inactive,158,Passed,AI/ML,Infrastructure,John Smith,Innovative company focused on cloud solutions,Team B,Alpha,High,"Sequoia, Accel, GV",Conference,Direct,2025-05-01,7,Series B,Negative,No,Fast Track
row_289,org_00289,Vercel,vercel.com,Pending,429,Passed,SaaS,B2C,John Smith,Innovative company focused on ML solutions,Team B,Beta,High,"Accel, a16z",Internal,Indirect,2024-11-08,78,Seed,Under Review,No,Fast Track
row_290,org_00290,MetaSphere,metasphere.com,Inactive,295,Due Diligence,HealthTech,B2B,Emma Davis,Innovative company focused on security solutions,Team C,Gamma,High,Accel,Conference,Direct,2024-08-07,178,Seed,Neutral,No,Fast Track
row_291,org_00291,NextScaleTech,getnextscaletech.ai,Active,67,Passed,AI/ML,B2B,John Smith,Innovative company focused on security solutions,Team C,Gamma,Low,"Accel, YC",Research,Referral,2024-11-17,65,Series C,Neutral,Yes,Strategic
row_292,org_00292,NeoSignal,neosignal.com,Pending,248,Lead,FinTech,B2C,Emma Davis,Innovative company focused on AI solutions,Team A,Gamma,Medium,"YC, GV, a16z",External Referral,Direct,2025-03-16,102,Series A,Negative,No,Fast Track
row_293,org_00293,WaveAI,waveai.io,Active,29,Lead,SaaS,Infrastructure,Emma Davis,Innovative company focused on cloud solutions,Team C,Delta,High,YC,Internal,Direct,2025-03-25,101,Growth,Positive,No,Strategic
row_294,org_00294,CloudStreamLabs,usecloudstreamlabs.app,Active,94,Due Diligence,CleanTech,B2B,Sarah Johnson,Innovative company focused on analytics solutions,Team C,Alpha,Medium,Sequoia,External Referral,Direct,2024-12-31,44,Series B,Neutral,Yes,Standard
row_295,org_00295,ShiftHQ,shifthq.com,Inactive,79,Closed,Cybersecurity,Infrastructure,Michael Chen,Innovative company focused on cloud solutions,Team A,Delta,High,"YC, a16z, Sequoia",Internal,Indirect,2025-03-18,31,Growth,Negative,No,Standard
row_296,org_00296,getSpace,getspace.app,Inactive,298,In Discussion,HealthTech,Consumer,John Smith,Innovative company focused on ML solutions,Team A,Beta,High,"GV, a16z, Sequoia",Conference,Referral,2025-03-18,171,Seed,Negative,Yes,Strategic
row_297,org_00297,HubSpot,hubspot.com,Inactive,390,Closed,SaaS,Infrastructure,Sarah Johnson,Innovative company focused on cloud solutions,Team C,Alpha,High,"Accel, Sequoia, YC",External Referral,Indirect,2024-12-14,77,Series A,Positive,Yes,Fast Track
row_298,org_00298,Palantir,palantir.com,Inactive,395,Passed,Cybersecurity,Enterprise,John Smith,Innovative company focused on analytics solutions,Team B,Gamma,High,"YC, a16z",Internal,Indirect,2024-08-19,48,Series A,Under Review,Yes,Strategic
row_299,org_00299,CyberSphere,joincybersphere.tech,Inactive,214,In Discussion,Cybersecurity,Enterprise,Emma Davis,Innovative company focused on AI solutions,Team C,Delta,High,"Accel, YC",Research,Direct,2025-05-02,82,Growth,Under Review,No,Fast Track
row_300,org_00300,DriftLabs,driftlabs.com,Pending,479,Due Diligence,CleanTech,Infrastructure,John Smith,Innovative company focused on security solutions,Team C,Delta,Medium,"Accel, GV",Conference,Indirect,2024-08-08,127,Seed,Under Review,Yes,Fast Track
row_301,org_00301,GridLabs,gridlabs.com,Active,422,Due Diligence,AI/ML,Enterprise,Michael Chen,Innovative company focused on analytics solutions,Team B,Beta,High,"Sequoia, a16z",External Referral,Direct,2024-09-01,84,Growth,Neutral,No,Strategic
row_302,org_00302,CloudScale,cloudscale.xyz,Active,351,In Discussion,CleanTech,Consumer,Emma Davis,Innovative company focused on security solutions,Team B,Beta,Medium,"YC, GV",Internal,Referral,2025-05-28,10,Series C,Under Review,No,Strategic
row_303,org_00303,Code,code.io,Active,21,Lead,AI/ML,B2C,Emma Davis,Innovative company focused on AI solutions,Team A,Delta,Low,,External Referral,Indirect,2024-12-26,29,Series A,Neutral,No,Fast Track
row_304,org_00304,getLogic,getlogic.com,Active,132,In Discussion,AI/ML,Enterprise,Sarah Johnson,Innovative company focused on cloud solutions,Team A,Beta,High,YC,Internal,Indirect,2024-10-07,48,Series A,Neutral,Yes,Strategic
row_305,org_00305,Retool,retool.com,Inactive,431,Passed,SaaS,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team C,Gamma,Medium,"a16z, Accel, YC",Conference,Indirect,2025-05-11,116,Series C,Negative,Yes,Fast Track
row_306,org_00306,ShiftLabs,shiftlabs.com,Active,447,Lead,SaaS,Infrastructure,Emma Davis,Innovative company focused on AI solutions,Team B,Beta,Low,"Accel, GV",Research,Direct,2024-11-02,13,Seed,Under Review,Yes,Strategic
row_307,org_00307,StackLabs,stacklabs.io,Pending,368,Due Diligence,HealthTech,Consumer,Michael Chen,Innovative company focused on cloud solutions,Team A,Beta,Low,"a16z, Sequoia",Conference,Direct,2025-03-26,172,Series A,Under Review,No,Standard
row_308,org_00308,ChainHQ,chainhq.io,Pending,255,In Discussion,AI/ML,B2C,John Smith,Innovative company focused on security solutions,Team C,Delta,Low,"a16z, GV",External Referral,Indirect,2024-10-31,47,Series B,Under Review,No,Fast Track
row_309,org_00309,DocuSign,docusign.com,Active,183,Closed,Cybersecurity,Infrastructure,Michael Chen,Innovative company focused on AI solutions,Team B,Delta,Medium,,External Referral,Indirect,2025-02-20,103,Series B,Neutral,Yes,Standard
row_310,org_00310,DataSpaceOps,dataspaceops.tech,Active,186,Closed,FinTech,Infrastructure,Emma Davis,Innovative company focused on cloud solutions,Team C,Alpha,High,a16z,Internal,Referral,2024-11-01,91,Seed,Neutral,No,Strategic
row_311,org_00311,MindApp,trymindapp.app,Pending,156,Passed,HealthTech,Consumer,Sarah Johnson,Innovative company focused on AI solutions,Team A,Alpha,High,"GV, Accel, Sequoia",Conference,Referral,2025-04-11,53,Series C,Under Review,Yes,Standard
row_312,org_00312,ChainAI,chainai.tech,Pending,29,Closed,SaaS,B2C,Emma Davis,Innovative company focused on security solutions,Team A,Delta,Medium,"Accel, GV",Internal,Referral,2024-08-14,92,Growth,Neutral,Yes,Strategic
row_313,org_00313,GitLab,gitlab.com,Inactive,459,In Discussion,CleanTech,Consumer,Michael Chen,Innovative company focused on cloud solutions,Team B,Beta,High,"YC, Sequoia",Conference,Referral,2024-07-09,77,Seed,Neutral,No,Fast Track
row_314,org_00314,Gusto,gusto.com,Pending,184,In Discussion,HealthTech,B2C,Michael Chen,Innovative company focused on analytics solutions,Team C,Beta,Medium,"Accel, Sequoia",External Referral,Referral,2024-07-03,44,Growth,Positive,No,Strategic
row_315,org_00315,getScale,getscale.com,Inactive,202,Closed,HealthTech,Consumer,Emma Davis,Innovative company focused on AI solutions,Team B,Alpha,High,GV,Internal,Direct,2024-11-13,156,Seed,Positive,Yes,Strategic
row_316,org_00316,SparkAI,sparkai.tech,Inactive,348,In Discussion,HealthTech,Infrastructure,Michael Chen,Innovative company focused on cloud solutions,Team A,Alpha,Low,,Internal,Referral,2024-08-20,2,Series B,Under Review,No,Fast Track
row_317,org_00317,Chain,chain.io,Inactive,165,Passed,HealthTech,Infrastructure,John Smith,Innovative company focused on AI solutions,Team A,Alpha,High,Sequoia,Conference,Referral,2025-04-20,101,Series C,Under Review,Yes,Strategic
row_318,org_00318,AIFlowWorks,aiflowworks.io,Inactive,181,Lead,FinTech,B2B,Emma Davis,Innovative company focused on ML solutions,Team C,Gamma,Medium,a16z,Research,Indirect,2024-07-22,57,Series B,Positive,Yes,Fast Track
row_319,org_00319,SpaceLabs,joinspacelabs.app,Inactive,289,Passed,CleanTech,Enterprise,Sarah Johnson,Innovative company focused on analytics solutions,Team C,Gamma,Medium,,Conference,Direct,2024-11-18,57,Series C,Neutral,No,Strategic
row_320,org_00320,StreamAI,streamai.io,Active,67,Passed,CleanTech,Consumer,Emma Davis,Innovative company focused on ML solutions,Team C,Alpha,Low,"YC, a16z, GV",Research,Referral,2024-10-31,34,Growth,Neutral,Yes,Fast Track
row_321,org_00321,QuantumStreamHub,usequantumstreamhub.com,Pending,495,In Discussion,CleanTech,B2B,John Smith,Innovative company focused on analytics solutions,Team B,Beta,Medium,Accel,Conference,Referral,2024-07-30,58,Seed,Negative,No,Standard
row_322,org_00322,Palantir,palantir.com,Inactive,154,Lead,AI/ML,Enterprise,John Smith,Innovative company focused on cloud solutions,Team C,Alpha,High,Sequoia,External Referral,Referral,2024-07-07,157,Series A,Under Review,Yes,Strategic
row_323,org_00323,Figma,figma.com,Pending,158,In Discussion,Cybersecurity,Consumer,John Smith,Innovative company focused on ML solutions,Team C,Gamma,High,"Accel, a16z",Internal,Indirect,2024-12-02,35,Series A,Under Review,No,Strategic
row_324,org_00324,StreamLabs,streamlabs.com,Pending,160,Due Diligence,CleanTech,B2C,John Smith,Innovative company focused on AI solutions,Team A,Beta,Low,YC,Conference,Indirect,2025-05-08,75,Series C,Under Review,No,Strategic
row_325,org_00325,ChainAI,chainai.tech,Inactive,374,In Discussion,HealthTech,Enterprise,John Smith,Innovative company focused on AI solutions,Team A,Gamma,Medium,"YC, YC, Sequoia",External Referral,Indirect,2024-12-20,176,Series C,Negative,Yes,Fast Track
row_326,org_00326,NodeAI,nodeai.ai,Active,473,In Discussion,HealthTech,Infrastructure,Sarah Johnson,Innovative company focused on ML solutions,Team C,Beta,Low,GV,Conference,Referral,2024-07-21,33,Series B,Negative,No,Strategic
row_327,org_00327,Dropbox,dropbox.com,Inactive,53,In Discussion,CleanTech,B2B,Michael Chen,Innovative company focused on AI solutions,Team C,Gamma,High,"Accel, a16z",Internal,Indirect,2024-09-03,115,Series A,Neutral,No,Fast Track
row_328,org_00328,ForceAI,getforceai.io,Active,459,Lead,CleanTech,Enterprise,John Smith,Innovative company focused on ML solutions,Team A,Beta,Low,"Accel, Sequoia, Sequoia",Conference,Referral,2024-06-04,75,Series B,Positive,Yes,Strategic
row_329,org_00329,SpaceLabs,spacelabs.so,Pending,341,In Discussion,HealthTech,Enterprise,John Smith,Innovative company focused on analytics solutions,Team C,Beta,Medium,"Accel, GV",Research,Direct,2025-02-21,73,Growth,Positive,No,Standard
row_330,org_00330,Vercel,vercel.com,Active,88,Lead,AI/ML,Infrastructure,Emma Davis,Innovative company focused on cloud solutions,Team B,Beta,Low,,Internal,Referral,2024-07-06,78,Series A,Positive,Yes,Strategic
row_331,org_00331,SignalLabs,signallabs.com,Active,365,Closed,SaaS,Consumer,Sarah Johnson,Innovative company focused on ML solutions,Team B,Beta,Medium,,Research,Indirect,2025-02-20,9,Growth,Neutral,No,Standard
row_332,org_00332,StackLabs,stacklabs.io,Active,181,Due Diligence,SaaS,B2C,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Delta,Medium,"Sequoia, GV, GV",External Referral,Direct,2024-10-02,48,Seed,Positive,Yes,Fast Track
row_333,org_00333,MindLabs,mindlabs.com,Pending,152,Lead,CleanTech,Infrastructure,Michael Chen,Innovative company focused on analytics solutions,Team C,Gamma,High,,External Referral,Referral,2024-08-03,67,Series B,Negative,Yes,Standard
row_334,org_00334,NeoSignalLabs,neosignallabs.com,Pending,122,Closed,FinTech,B2C,Sarah Johnson,Innovative company focused on security solutions,Team A,Gamma,High,GV,Conference,Direct,2024-12-17,164,Series C,Negative,Yes,Strategic
row_335,org_00335,Okta,okta.com,Active,346,Lead,CleanTech,Consumer,Emma Davis,Innovative company focused on security solutions,Team C,Delta,High,,Research,Direct,2025-02-08,119,Series A,Under Review,Yes,Strategic
row_336,org_00336,Grid,grid.com,Active,480,Lead,CleanTech,Enterprise,Emma Davis,Innovative company focused on analytics solutions,Team C,Beta,Medium,YC,Research,Direct,2025-01-14,172,Series B,Positive,No,Fast Track
row_337,org_00337,FlowWorks,flowworks.com,Inactive,67,Due Diligence,SaaS,B2C,Michael Chen,Innovative company focused on ML solutions,Team A,Beta,Low,,Internal,Referral,2024-06-13,133,Series C,Negative,Yes,Strategic
row_338,org_00338,SparkLabs,sparklabs.com,Active,193,Passed,HealthTech,B2B,Emma Davis,Innovative company focused on AI solutions,Team A,Gamma,Medium,,Research,Indirect,2025-01-30,119,Seed,Under Review,No,Strategic
row_339,org_00339,ChainApp,chainapp.tech,Inactive,364,Passed,CleanTech,B2B,John Smith,Innovative company focused on cloud solutions,Team A,Delta,High,,Research,Referral,2025-05-10,86,Series A,Positive,Yes,Fast Track
row_340,org_00340,CodeHQ,codehq.dev,Active,53,Lead,HealthTech,Infrastructure,John Smith,Innovative company focused on AI solutions,Team B,Beta,High,"Sequoia, a16z, Sequoia",Internal,Indirect,2024-11-22,106,Growth,Positive,No,Fast Track
row_341,org_00341,getCode,getcode.io,Inactive,331,In Discussion,HealthTech,Consumer,Emma Davis,Innovative company focused on analytics solutions,Team C,Beta,Low,,Internal,Referral,2025-02-24,76,Seed,Negative,Yes,Standard
row_342,org_00342,Airtable,airtable.com,Pending,261,Closed,FinTech,Infrastructure,Michael Chen,Innovative company focused on security solutions,Team A,Beta,High,,Research,Referral,2025-05-30,40,Series C,Under Review,No,Fast Track
row_343,org_00343,TechSpark,techspark.tech,Active,228,In Discussion,HealthTech,Infrastructure,Sarah Johnson,Innovative company focused on security solutions,Team C,Alpha,High,"YC, Accel",Conference,Referral,2025-05-16,19,Series A,Under Review,No,Strategic
row_344,org_00344,StreamHQ,getstreamhq.com,Active,145,In Discussion,SaaS,Infrastructure,Michael Chen,Innovative company focused on AI solutions,Team B,Delta,High,Sequoia,Internal,Indirect,2024-12-16,47,Series A,Negative,Yes,Fast Track
row_345,org_00345,Anthropic,anthropic.com,Active,482,Lead,AI/ML,B2B,Sarah Johnson,Innovative company focused on analytics solutions,Team B,Beta,Low,,Internal,Referral,2024-09-03,65,Seed,Negative,Yes,Strategic
row_346,org_00346,Mercury,mercury.com,Active,219,Lead,AI/ML,B2B,Emma Davis,Innovative company focused on ML solutions,Team A,Alpha,Medium,,Research,Direct,2024-09-23,146,Series A,Negative,Yes,Standard
row_347,org_00347,NeoLogic,neologic.com,Inactive,439,Lead,Cybersecurity,Infrastructure,Emma Davis,Innovative company focused on AI solutions,Team A,Delta,High,,Research,Referral,2025-02-03,178,Series C,Positive,No,Fast Track
row_348,org_00348,Slack,slack.com,Active,383,Lead,CleanTech,B2B,John Smith,Innovative company focused on analytics solutions,Team C,Beta,Low,"Accel, GV",Internal,Direct,2025-05-03,30,Seed,Negative,No,Strategic
row_349,org_00349,PulseHQ,pulsehq.com,Pending,444,Passed,SaaS,Consumer,Sarah Johnson,Innovative company focused on cloud solutions,Team A,Gamma,High,Sequoia,Research,Indirect,2025-01-06,126,Growth,Negative,No,Fast Track
row_350,org_00350,Palantir,palantir.com,Pending,215,Lead,HealthTech,Infrastructure,Michael Chen,Innovative company focused on cloud solutions,Team C,Alpha,Low,"Accel, GV, Accel",Internal,Indirect,2024-09-11,66,Seed,Neutral,No,Fast Track
row_351,org_00351,DataGridAI,trydatagridai.io,Active,322,Passed,AI/ML,B2B,Emma Davis,Innovative company focused on AI solutions,Team A,Alpha,High,"YC, GV, Accel",Conference,Referral,2025-04-28,5,Seed,Negative,Yes,Fast Track
row_352,org_00352,ChainLabs,getchainlabs.ai,Pending,36,Passed,SaaS,B2C,Michael Chen,Innovative company focused on security solutions,Team C,Beta,Low,"YC, Accel",Conference,Referral,2024-12-09,93,Growth,Negative,Yes,Fast Track
row_353,org_00353,getForce,getforce.com,Active,162,Lead,AI/ML,Infrastructure,John Smith,Innovative company focused on ML solutions,Team C,Beta,High,"GV, YC, Sequoia",Internal,Referral,2024-06-27,97,Series C,Positive,Yes,Standard
row_354,org_00354,Zendesk,zendesk.com,Active,289,Due Diligence,HealthTech,Infrastructure,Sarah Johnson,Innovative company focused on analytics solutions,Team C,Alpha,Medium,GV,Internal,Direct,2025-05-22,170,Series B,Under Review,Yes,Strategic
row_355,org_00355,Snowflake,snowflake.com,Pending,309,Closed,AI/ML,Consumer,Sarah Johnson,Innovative company focused on analytics solutions,Team C,Gamma,High,"YC, Accel, YC",External Referral,Indirect,2024-12-03,94,Series B,Positive,No,Fast Track
row_356,org_00356,StackHub,joinstackhub.dev,Active,433,In Discussion,CleanTech,Enterprise,Emma Davis,Innovative company focused on cloud solutions,Team B,Gamma,Low,"a16z, a16z",External Referral,Direct,2025-01-10,106,Growth,Neutral,No,Strategic
row_357,org_00357,Databricks,databricks.com,Pending,481,Passed,CleanTech,Enterprise,Sarah Johnson,Innovative company focused on cloud solutions,Team C,Delta,High,"Sequoia, Sequoia, a16z",Research,Direct,2024-09-12,133,Series C,Negative,Yes,Standard
row_358,org_00358,MetaCodeBase,metacodebase.io,Inactive,290,Closed,Cybersecurity,Consumer,Emma Davis,Innovative company focused on cloud solutions,Team A,Beta,Medium,,Research,Referral,2025-03-08,178,Series A,Negative,No,Strategic
row_359,org_00359,TechForce,techforce.tech,Active,148,Due Diligence,Cybersecurity,Consumer,John Smith,Innovative company focused on ML solutions,Team B,Gamma,High,,Internal,Referral,2025-04-19,85,Growth,Negative,Yes,Strategic
row_360,org_00360,StreamOps,streamops.io,Inactive,428,In Discussion,AI/ML,Consumer,Sarah Johnson,Innovative company focused on security solutions,Team B,Delta,Low,"Accel, Sequoia",Internal,Direct,2025-02-05,58,Series B,Negative,No,Standard
row_361,org_00361,Stripe,stripe.com,Pending,23,In Discussion,SaaS,Enterprise,Emma Davis,Innovative company focused on AI solutions,Team C,Gamma,Low,"Accel, Sequoia, a16z",External Referral,Direct,2025-05-16,79,Series C,Negative,No,Fast Track
row_362,org_00362,CyberWave,cyberwave.tech,Inactive,22,Passed,CleanTech,Consumer,Michael Chen,Innovative company focused on AI solutions,Team B,Beta,Medium,,External Referral,Referral,2024-10-27,8,Seed,Negative,No,Strategic
row_363,org_00363,DriftAI,driftai.ai,Inactive,261,Lead,SaaS,B2B,Emma Davis,Innovative company focused on analytics solutions,Team C,Delta,Low,"GV, a16z",Internal,Referral,2024-10-14,159,Series C,Neutral,No,Strategic
row_364,org_00364,Dropbox,dropbox.com,Pending,82,Due Diligence,SaaS,Infrastructure,Sarah Johnson,Innovative company focused on security solutions,Team A,Delta,High,"Accel, YC, Sequoia",Conference,Direct,2025-03-02,12,Series C,Negative,No,Fast Track
row_365,org_00365,ShiftLabs,shiftlabs.com,Inactive,375,Passed,AI/ML,Infrastructure,John Smith,Innovative company focused on AI solutions,Team C,Delta,High,"a16z, Accel, GV",Conference,Referral,2024-09-26,149,Series B,Negative,No,Fast Track
row_366,org_00366,SignalHQ,signalhq.com,Inactive,179,Due Diligence,SaaS,B2C,Sarah Johnson,Innovative company focused on cloud solutions,Team B,Gamma,High,,Research,Referral,2024-09-27,94,Series B,Negative,Yes,Strategic
row_367,org_00367,PulseAI,pulseai.io,Pending,198,Lead,CleanTech,B2C,Sarah Johnson,Innovative company focused on ML solutions,Team A,Beta,Low,"YC, Sequoia",Internal,Direct,2024-08-26,91,Series A,Neutral,No,Standard
row_368,org_00368,PulseHQ,trypulsehq.com,Inactive,480,Lead,HealthTech,Infrastructure,Emma Davis,Innovative company focused on ML solutions,Team C,Delta,High,,Internal,Direct,2024-10-15,33,Series A,Negative,Yes,Fast Track
row_369,org_00369,AIPulseOps,aipulseops.ai,Pending,117,Passed,Cybersecurity,B2B,Michael Chen,Innovative company focused on ML solutions,Team A,Alpha,High,"GV, GV",Research,Indirect,2025-04-19,154,Growth,Neutral,Yes,Fast Track
row_370,org_00370,Databricks,databricks.com,Inactive,118,Lead,HealthTech,Enterprise,Sarah Johnson,Innovative company focused on AI solutions,Team A,Beta,High,"GV, a16z",External Referral,Direct,2025-04-19,100,Seed,Positive,Yes,Standard
row_371,org_00371,CyberSparkApp,cybersparkapp.tech,Pending,226,Closed,SaaS,Enterprise,Michael Chen,Innovative company focused on AI solutions,Team B,Alpha,Medium,"GV, GV",External Referral,Referral,2025-05-21,168,Series A,Negative,Yes,Strategic
row_372,org_00372,Databricks,databricks.com,Pending,170,In Discussion,HealthTech,B2B,Emma Davis,Innovative company focused on ML solutions,Team A,Alpha,Low,"YC, Sequoia, YC",Conference,Direct,2025-03-11,15,Series B,Under Review,Yes,Fast Track
row_373,org_00373,CyberCode,cybercode.ai,Inactive,439,Passed,CleanTech,Enterprise,Michael Chen,Innovative company focused on ML solutions,Team B,Delta,Low,"YC, GV",Internal,Direct,2024-07-20,114,Series C,Neutral,Yes,Strategic
row_374,org_00374,Gusto,gusto.com,Inactive,323,Due Diligence,CleanTech,Consumer,Emma Davis,Innovative company focused on cloud solutions,Team A,Delta,Low,"GV, a16z",External Referral,Direct,2024-07-11,129,Growth,Positive,No,Strategic
row_375,org_00375,LinkHQ,linkhq.com,Inactive,136,Closed,SaaS,Infrastructure,John Smith,Innovative company focused on AI solutions,Team C,Gamma,Medium,Sequoia,Conference,Indirect,2025-06-01,11,Series A,Neutral,No,Strategic
